ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0034341	response to type II interferon	63/2449	130/12472	1.05832353377751e-13	3.14910047050685e-11	2.11540926225235e-11	PTPN2/CCL15/CCL14/CCL23/CCL19/CCL18/CASP1/ACOD1/HCK/HLA-DPA1/CD40/CDC42EP2/EPRS1/CDC42EP4/CIITA/GSN/MEFV/RAB7B/GCH1/CAMK2A/CD74/ASS1/WNT5A/MYO1C/TP53/NLRC5/CYP27B1/GBP1/STXBP1/GBP2/CCL1/PARP14/CCL5/TNF/EDN1/CCL4/GBP6/LGALS9/GBP3/TLR2/IL12B/IFITM1/PARP9/AIF1/CCL8/CCL17/IFNG/CCL3/IRF1/CCL4L1/SLC22A5/CCL2/GBP4/IFITM3/GBP5/SLC11A1/GBP7/PPARG/FASLG/CCL13/CCL22/CCL3L1/CCL3L3	63
GO:0051249	regulation of lymphocyte activation	152/2449	446/12472	1.97296574276696e-13	5.41440569922396e-11	3.63712878423558e-11	PTPN2/IL15/CD80/IDO1/SOCS1/CCR7/MAP3K8/PAG1/TWSG1/IL15RA/IL27RA/CCL19/RIPK2/BATF/FOXO3/BCL6/JAK3/CD38/HLA-DMA/NCK2/SLAMF1/RASGRP1/ZC3H12A/CD274/HLX/MAD2L2/TNFAIP3/HLA-DPB1/CASP3/HLA-DPA1/PRKDC/CD40/TGFBR2/EBI3/PELI1/TNFRSF1B/IL10/SDC4/IL7R/FGL2/ZFP36L2/CD4/CD83/HLA-DMB/CD74/MMP14/CGAS/SLC39A10/TNIP2/DPP4/LYN/CD86/MICA/INPP5D/SAMSN1/CLEC7A/TNFSF9/NFKBIZ/IRF4/ZP3/ABL2/RHOH/MDK/GPAM/SHB/HLA-DRB1/PNP/CD1D/TNFRSF9/ID2/HLA-DRA/TSPAN32/LILRB1/RUNX1/ADA/ADORA2A/LST1/IL2RA/HLA-DQB1/CCL5/LGALS9B/FLOT2/VSIR/BCL2/CLCF1/LGALS9/LILRB2/SPN/LOXL3/IL12B/CD70/ADAM8/CLECL1P/TYRO3/DLG5/GLI3/TESPA1/GPNMB/PYCARD/ASCL2/AIF1/LAG3/RIPOR2/HFE/PDCD1LG2/GPR183/CD55/SLAMF8/IL1RL2/IL7/IFNG/IL27/HLA-DRB5/IRF1/EPHB2/CD19/HES1/LAT/CCL2/LGALS9C/MNDA/NEDD9/CCR2/INHBA/BANK1/VNN1/HLA-DOA/ICOS/HLA-DOB/IL18/CR1/IKZF3/IL23A/NFAM1/TNFSF4/HLA-DQB2/TNFRSF13B/HHLA2/VSIG4/TBX21/ZEB1/CEACAM1/IL36B/YES1/LEP/ARG2/NFATC2/KLRC1/CARD11/NLRP3/IL1A/LAX1	152
GO:0007162	negative regulation of cell adhesion	93/2449	230/12472	2.02180944705898e-13	5.41440569922396e-11	3.63712878423558e-11	PTPN2/CD80/IDO1/SOCS1/PAG1/TWSG1/JAG1/BCL6/JAK3/RCC2/KANK1/ZC3H12A/CD274/HLX/MAD2L2/SEMA4D/MUC1/CASP3/VEGFA/PELI1/IL10/SDC4/FGL2/RDX/ADAM15/CD74/MMP14/ASS1/ADTRP/CD86/MDK/HLA-DRB1/PLXNB1/SERPINE2/TSPAN32/LILRB1/GBP1/RUNX1/ADORA2A/IL2RA/CDH1/LGALS9B/VSIR/CDKN2A/MMP12/RND1/LGALS9/MIR146A/FZD4/LILRB2/DUSP1/SPN/LOXL3/PLXNA1/IL1RN/BMP6/TGFBI/PTPRO/DLG5/GLI3/GPNMB/EPB41L5/ASCL2/C1QTNF1/LAG3/RIPOR2/HFE/PDCD1LG2/IRF1/EPHB2/CD9/ZNF703/HSPG2/DLC1/LGALS9C/ACVRL1/SEMA6A/ADAMDEC1/COL1A1/CR1/PLXNA4/TNFSF4/SERPINE1/VSIG4/CLDN7/TBX21/CEACAM1/TRPV4/APOD/ARG2/THBS1/MMP2/LAX1	93
GO:1901615	organic hydroxy compound metabolic process	134/2449	379/12472	2.58737015753741e-13	6.59902598274779e-11	4.43289784384104e-11	HIF1A/KL/INSIG2/GPD2/SLC5A3/SRD5A3/RAPGEF2/LSS/CYB5R3/GK5/MSMO1/HMGCS1/STARD4/ALG8/IDI1/CEBPA/SQLE/ABAT/SC5D/FDFT1/ALG3/TKFC/PNPO/NPC1/GK/CYP51A1/PFKFB2/HSD3B7/HMGCR/GCNT4/ERG28/NAAA/FDPS/PNKD/LDLR/MVD/CYP7B1/GCH1/SOAT1/ITGB2/DHCR7/ALDH3A2/PLPP1/RDH13/SORD/ACP3/NFKB1/WNT5A/MVK/SRD5A1/HRH1/SCP2/APOL2/HPN/PCK2/TP53/PDXP/AKR1B1/INSM1/FAXDC2/ALDH1A1/CYP27B1/SCARF1/INSIG1/IDH2/PLEK/CTSK/FECH/FDXR/MAOA/TNF/DUOX2/OSBPL5/ACSS1/BCL2/NQO1/DEGS2/ABCA5/PLCB1/PLB1/SPHK1/LDHD/OSBPL3/PTGR1/APOC1/TTC39B/SGPP2/CAT/CYP3A7/TG/BMP6/NR1D1/APOL1/SCARB1/DHRS9/CYB5R2/SLC27A2/INPP5J/AOC2/ITGAM/P2RY1/OSBPL1A/APOE/IFNG/SLC16A10/LGMN/GDPD1/EDNRB/LIPA/DGAT2/SNAI1/LDHAL6B/ABCA2/ALPL/ALOX15/CH25H/P2RY6/DKK3/RDH12/ITPKA/SEC14L2/ALDH1B1/IMPA2/DHRS3/CRYM/SLC7A11/LRP5/ATP8B1/LEP/HDC/EPHX2/MAOB/INPP4B/NR4A2	134
GO:0060326	cell chemotaxis	99/2449	253/12472	3.75029236571478e-13	9.13025723216743e-11	6.13325325646561e-11	CCL15/CCL14/ELMO2/CCR7/CCL23/CCL19/CCL18/CXCL13/SLAMF1/RAB13/PDGFRA/P2RX4/VEGFA/HSD3B7/EPHB1/IL10/FPR2/NINJ1/CYP7B1/CD74/ITGB2/FCER1G/DPP4/LYN/CAMK1D/WNT5A/PDE4B/C5/MDK/CXCR5/DOCK4/CCL1/JAML/TNFAIP6/CCL5/EDN1/CCL4/GREM1/ITGA9/CXCL14/LGALS9/ACKR3/DUSP1/TRPM2/FFAR2/IL17RC/ADAM8/PTPRO/AIF1/TREM1/RIPOR2/TRPM4/CCL8/CXCL6/CCL17/HGF/GPR183/SLAMF8/CCL3/CCL4L1/CSF1R/S100A9/EPHA2/ARHGEF5/CCR5/LGMN/CCL2/HBEGF/CCR6/EDNRB/NEDD9/CCR2/CH25H/CX3CR1/CXCL8/STAP1/IL23A/DEFB124/PDGFRB/CCL13/CXCL2/SERPINE1/CCL22/ITGA1/TRPV4/NR4A1/MET/CD300H/CCL3L1/CCL3L3/CXCL3/S100A12/THBS1/MMP2/CXCR6/CSF1/CXCL10/MIR34A/CXCL1	99
GO:0008015	blood circulation	111/2449	298/12472	6.58183907431711e-13	1.49897394215873e-10	1.00693623173195e-10	SCN1B/NDST2/ATP6AP2/KL/CYB5R3/ECE1/KCNJ2/SNX5/SLC8A3/CD38/ABAT/ACE/PRCP/BMP10/ZC3H12A/GCLM/P2RX4/VEGFA/KCNE5/CALM2/ADM/DLL4/GSN/KCNK6/RPS6KA2/GCH1/POPDC2/ACTA2/CHRM3/PDE4B/GCLC/HRH1/THRA/ADORA1/GPD1L/MAP2K3/ID2/PTGS1/SLC4A5/CYSLTR1/TNNT2/ADA/DOCK4/ADORA2A/FLI1/TNF/EDN1/ADCY6/KCNMA1/KCNMB1/KEL/ADM2/CTNNBIP1/F5/SERPINF2/BMP6/PDE4D/PTPRO/PTP4A3/TNNI2/FGF13/DMD/THRB/FERMT2/MYOF/GSTM2/AKAP12/LOC102724560/IER3/CBS/ATP1B2/TRPM4/EXT1/P2RY1/TJP2/SHOX2/APOE/KCNJ5/KCNE1/ADORA2B/FFAR3/NEDD4L/HRH2/HBEGF/SPTBN4/ACVRL1/ATP1B1/EDNRB/SGK1/KCNQ1/ADORA3/SCN4B/PPARG/HTR2B/EMILIN1/PDE2A/TJP1/DSP/ITGA1/LRP5/CEACAM1/TRPV4/DLL1/YES1/TMIGD3/LEP/ANK2/SUCNR1/MMP2/CXCL10/TTN	111
GO:0050727	regulation of inflammatory response	114/2449	309/12472	6.7168361859241e-13	1.49897394215873e-10	1.00693623173195e-10	PTPN2/IL15/IDO1/CCR7/CASP4/RELA/PTGES/NFKBIA/BCL6/CASP1/CARD16/CEBPA/PSMA6/SOCS3/PTGER4/ACOD1/PIK3AP1/TNFAIP3/HCK/SIGLEC10/CD200/RABGEF1/SLC39A8/TNFRSF1B/IL10/TNIP1/FPR2/NINJ1/MEFV/FOXF1/LDLR/MGST2/NEAT1/ACP5/NFKB1/LYN/TRIM65/WNT5A/MVK/NFKBIZ/ZP3/MDK/SBNO2/HLA-DRB1/DAGLA/VAMP8/ADORA1/LILRA5/OSM/ADA/CCL1/ADORA2A/TNFAIP6/IL2RA/NKG7/CCL5/TNF/USP18/MIR146A/AIM2/TLR2/TAFA3/SPHK1/SPN/FFAR2/BIRC3/IL12B/ADAM8/NR1D1/HAMP/TYRO3/FUT7/MIR22/PYCARD/IER3/PROC/HGF/TREM2/GPRC5B/SLAMF8/APOE/IL1RL2/IFNG/CCL3/CD200R1/S100A9/FNDC4/ZFP36/ZBP1/TLR7/ADORA2B/FFAR3/ETS1/LTA/EDNRB/CCR2/ALOX15/NLRP2/ALOX5AP/IL22RA2/IL18/PPARG/STAP1/IL23A/TNFSF4/FFAR4/NUPR1/SERPINE1/PDE2A/TRPV4/YES1/NLRP3/SUCNR1/S100A12	114
GO:2000147	positive regulation of cell motility	146/2449	430/12472	8.37664130152599e-13	1.79461163243893e-10	1.20553094604698e-10	HIF1A/CCR7/LAMC2/RAPGEF2/CCL19/ITGA5/INSL3/ITGAV/ICAM1/SEMA4B/NRP2/SEMA3C/ATP5F1A/PHPT1/CXCL13/SLAMF1/CSF2/ZC3H12A/CD274/RIN2/HDAC7/SEMA4D/GPI/PDGFRA/CD40/P2RX4/VEGFA/TGFBR2/NR4A3/ADGRA2/FPR2/MAZ/RDX/FOXF1/CD74/MMP14/ACVR1B/ACTA2/LYN/CAMK1D/PAK1/WNT5A/CLEC7A/ZP3/WNT5B/NTN1/ABL2/MDK/MYO1C/PDGFA/PDPN/ANXA3/MAP2K3/JCAD/ENPP2/INSM1/AKT3/DOCK4/CCL1/TNFAIP6/CCL5/TNF/DUOX2/EDN1/VSIR/MYLK/CCL4/BCL2/LGALS9/MIR146A/PDGFC/FZD4/ACKR3/SPHK1/SPN/PECAM1/LAMB1/KIF20B/ADAM8/SASH1/SEMA4C/SCARB1/FUT7/GPNMB/PYCARD/EPB41L5/FERMT2/AKAP12/MMP7/ASCL2/AIF1/TCAF2/RIPOR2/SEMA3A/HGF/VTN/TREM2/IFNG/CCL3/EPHB2/CSF1R/EPHA2/ATOH8/ZNF703/LGMN/DDR2/SEMA3B/ETS1/RHOC/HBEGF/CCR6/ITGA6/NEDD9/SPARC/SNAI1/SEMA6B/CCR2/SEMA6A/ITGA2/SYNE2/COL1A1/CEMIP/P2RY6/CX3CR1/CXCL8/ITGA3/ITGB3/IL23A/DEFB124/PDGFRB/ARHGEF39/CAVIN1/ITGA4/GATA2/HDAC9/SERPINE1/TJP1/CLDN7/CASS4/TRPV4/MET/THBS1/MMP2/CSF1/CXCL10/IL1A	146
GO:0071674	mononuclear cell migration	76/2449	177/12472	8.99690184770899e-13	1.85336178062805e-10	1.24499637714451e-10	CCL15/CCL14/CCR7/CCL23/IL27RA/CCL19/CCL18/ICAM1/MYO1G/CXCL13/SLAMF1/CD200/HSD3B7/FPR2/CYP7B1/ADTRP/LYN/WNT5A/ABL2/MDK/CCL1/JAML/CCL5/TNF/CCL4/GREM1/LGALS9/MIR146A/PLCB1/DUSP1/SPN/TRPM2/PECAM1/ADAM8/PTPRO/FUT7/PYCARD/ASCL2/AIF1/RIPOR2/TRPM4/CCL8/EXT1/CCL17/GPR183/SLAMF8/CCL3/CCL4L1/CD200R1/CSF1R/ARHGEF5/CCR5/LGMN/CCL2/CCR6/NEDD9/CCR2/CH25H/CX3CR1/ITGB3/DEFB124/ITGA4/GCSAM/GPR15/CCL13/SERPINE1/CCL22/TBX21/TRPV4/APOD/CCL3L1/CCL3L3/S100A12/THBS1/CSF1/CXCL10	76
GO:0030595	leukocyte chemotaxis	83/2449	201/12472	1.05277428481553e-12	2.08839224795258e-10	1.40287816978537e-10	CCL15/CCL14/CCR7/CCL23/CCL19/CCL18/CXCL13/SLAMF1/VEGFA/HSD3B7/IL10/FPR2/NINJ1/CYP7B1/CD74/ITGB2/FCER1G/DPP4/LYN/CAMK1D/WNT5A/PDE4B/C5/MDK/CXCR5/CCL1/JAML/TNFAIP6/CCL5/EDN1/CCL4/GREM1/ITGA9/LGALS9/DUSP1/TRPM2/FFAR2/IL17RC/ADAM8/PTPRO/AIF1/TREM1/RIPOR2/TRPM4/CCL8/CXCL6/CCL17/GPR183/SLAMF8/CCL3/CCL4L1/CSF1R/S100A9/ARHGEF5/CCR5/LGMN/CCL2/CCR6/EDNRB/NEDD9/CCR2/CH25H/CX3CR1/CXCL8/STAP1/IL23A/DEFB124/CCL13/CXCL2/SERPINE1/CCL22/ITGA1/TRPV4/CD300H/CCL3L1/CCL3L3/CXCL3/S100A12/THBS1/MMP2/CSF1/CXCL10/CXCL1	83
GO:0042110	T cell activation	161/2449	492/12472	1.7424525807651e-12	3.33306286520638e-10	2.23898606054703e-10	PTPN2/IL15/CD80/IDO1/SOCS1/CCR7/MAP3K8/PAG1/TWSG1/RUNX2/CCL19/RIPK2/CTSL/BATF/FOXO3/BCL6/JAK3/ICAM1/HLA-DMA/SOCS3/PTGER4/NCK2/SLAMF1/RASGRP1/ZC3H12A/CD274/HLX/TRAF3IP2/HLA-DPB1/CASP3/HLA-DPA1/PRKDC/TGFBR2/EBI3/PELI1/STAT4/FOSL2/TNFRSF1B/IL10/ENTPD7/DLL4/RELB/SDC4/IL7R/GSN/FGL2/ZFP36L2/CD4/CD83/HLA-DMB/CD74/CDK6/CD44/CGAS/FCER1G/TRGC1/DPP4/LYN/CD86/MICA/CLEC7A/TNFSF9/NFKBIZ/SLAMF7/IRF4/ZP3/ABL2/RHOH/MDK/GPAM/SHB/HLA-DRB1/PNP/TP53/CD1D/TNFRSF9/HLA-DRA/TSPAN32/LILRB1/RUNX1/ADA/ADORA2A/JAML/IL2RA/HLA-DQB1/NKG7/CCL5/LGALS9B/FLOT2/VSIR/BCL2/CD84/LGALS9/TREML2/LILRB2/SPN/LOXL3/IL12B/CD70/ADAM8/RSAD2/CLECL1P/DLG5/GLI3/TESPA1/FUT7/GPNMB/PYCARD/ASCL2/AIF1/LAG3/RIPOR2/HFE/PDCD1LG2/GPR183/CD55/IL1RL2/IL7/IFNG/HSH2D/IL27/HLA-DRB5/IRF1/HES1/CLEC4E/LAT/CCL2/LGALS9C/CCR6/LIPA/CCR2/VNN1/HLA-DOA/ICOS/SLC11A1/HLA-DOB/IL18/CR1/IKZF3/IL23A/TNFSF4/CD7/HLA-DQB2/HHLA2/VSIG4/SLA2/TBX21/ZEB1/CEACAM1/IL36B/YES1/LEP/ARG2/ITK/KLRC1/CARD11/LY9/NLRP3/IL18R1/IL1A/LAX1	161
GO:0040017	positive regulation of locomotion	147/2449	439/12472	2.36025338007118e-12	4.3591438288487e-10	2.928256280611e-10	HIF1A/CCR7/LAMC2/RAPGEF2/CCL19/ITGA5/INSL3/ITGAV/ICAM1/SEMA4B/NRP2/SEMA3C/ATP5F1A/PHPT1/CXCL13/SLAMF1/CSF2/ZC3H12A/CD274/RIN2/HDAC7/SEMA4D/GPI/PDGFRA/CD40/P2RX4/VEGFA/TGFBR2/NR4A3/ADGRA2/FPR2/MAZ/RDX/FOXF1/CD74/MMP14/ACVR1B/ACTA2/LYN/CAMK1D/PAK1/WNT5A/CLEC7A/ZP3/WNT5B/NTN1/ABL2/MDK/MYO1C/PDGFA/PDPN/ANXA3/MAP2K3/JCAD/ENPP2/INSM1/AKT3/DOCK4/CCL1/TNFAIP6/CCL5/TNF/DUOX2/EDN1/VSIR/MYLK/CCL4/BCL2/LGALS9/MIR146A/PDGFC/FZD4/ACKR3/SPHK1/SPN/PECAM1/LAMB1/KIF20B/ADAM8/SASH1/SEMA4C/SCARB1/FUT7/GPNMB/PYCARD/EPB41L5/FERMT2/AKAP12/MMP7/ASCL2/AIF1/TCAF2/RIPOR2/SEMA3A/HGF/VTN/TREM2/IFNG/CCL3/EPHB2/CSF1R/EPHA2/ATOH8/ZNF703/LGMN/DDR2/SEMA3B/ETS1/RHOC/HBEGF/CCR6/ITGA6/NEDD9/SPARC/SNAI1/SEMA6B/CCR2/SEMA6A/ITGA2/SYNE2/COL1A1/CEMIP/P2RY6/CX3CR1/CXCL8/ITGA3/ITGB3/IL23A/DEFB124/PDGFRB/ARHGEF39/CAVIN1/ITGA4/GATA2/HDAC9/SERPINE1/TJP1/CLDN7/CASS4/TRPV4/MET/SUCNR1/THBS1/MMP2/CSF1/CXCL10/IL1A	147
GO:0050867	positive regulation of cell activation	123/2449	348/12472	2.60155975470574e-12	4.64465134873465e-10	3.12004604967867e-10	IL15/CD80/SOCS1/CCR7/MAP3K8/IL15RA/CCL19/RIPK2/FOXO3/BCL6/CD38/CEBPA/HLA-DMA/NCK2/SLAMF1/RASGRP1/CD274/HLX/MAD2L2/NECTIN2/HLA-DPB1/HLA-DPA1/PRKDC/CD40/TGFBR2/EBI3/PELI1/NR4A3/IL10/IL7R/CD4/CD83/HLA-DMB/CD74/ITGB2/MMP14/ACTA2/SLC39A10/TNIP2/DPP4/LYN/CD86/WNT5A/INPP5D/CLEC7A/TNFSF9/NFKBIZ/ZP3/ABL2/RHOH/MDK/GPAM/SHB/HLA-DRB1/PNP/VAMP8/CD1D/HLA-DRA/LILRA5/PLEK/LILRB1/STXBP1/RUNX1/ADA/IL2RA/HLA-DQB1/CCL5/TNF/FLOT2/VSIR/BCL2/CLCF1/LGALS9/TAFA3/LILRB2/SPN/IL12B/CD70/ADAM8/HAMP/CLECL1P/GLI3/TESPA1/PYCARD/CD226/AIF1/PDCD1LG2/ITGAM/TREM2/GPR183/CD55/IL1RL2/IL7/IFNG/HLA-DRB5/CCL3/EPHB2/HES1/DDR2/ADORA2B/CCL2/CCR2/VNN1/HLA-DOA/ICOS/HLA-DOB/IL18/CR1/STAP1/IL23A/TNFSF4/HLA-DQB2/GATA2/HHLA2/TBX21/IL36B/YES1/LEP/NFATC2/CARD11/NLRP3/THBS1/IL1A	123
GO:0070371	ERK1 and ERK2 cascade	89/2449	225/12472	2.89220126128416e-12	4.99697740497999e-10	3.35672119221367e-10	PTPN2/CCL15/CCL14/CCR7/CCL23/RAPGEF2/CCL19/RIPK2/CCL18/ITGAV/ICAM1/CFLAR/DUSP5/PTGER4/SLAMF1/RASGRP1/PTPN1/CARD9/PDGFRA/HMGCR/EPHB1/TNIP1/FPR2/ZFP36L2/CD4/CD74/CD44/PHB1/SPRED3/ACTA2/DUSP7/LYN/HLA-DRB1/PDGFA/CNKSR3/GBP1/CCL1/CCL5/TNF/EDN1/CCL4/SPRED2/SCIMP/DUSP4/LGALS9/PDGFC/ACKR3/SERPINF2/GRB10/DENND2B/GPNMB/PYCARD/FERMT2/AKAP12/RGS14/CCL8/CCL17/P2RY1/TREM2/GPR183/APOE/CCL3/EPHB2/CCL4L1/CD36/CSF1R/EPHA2/ATF3/HCRTR1/CCL2/SEMA6A/INHBA/ALOX15/P2RY6/ITGB3/HTR2B/PDGFRB/FFAR4/IQGAP3/LIF/CCL13/EMILIN1/CCL22/CEACAM1/TRPV4/CCL3L1/CCL3L3/CDK1/IL1A	89
GO:0030335	positive regulation of cell migration	141/2449	418/12472	3.64089945950474e-12	6.09395547034605e-10	4.09361656335105e-10	HIF1A/CCR7/LAMC2/RAPGEF2/CCL19/ITGA5/INSL3/ITGAV/ICAM1/SEMA4B/NRP2/SEMA3C/ATP5F1A/CXCL13/SLAMF1/CSF2/ZC3H12A/CD274/RIN2/HDAC7/SEMA4D/GPI/PDGFRA/CD40/P2RX4/VEGFA/TGFBR2/NR4A3/ADGRA2/FPR2/MAZ/RDX/FOXF1/CD74/MMP14/ACVR1B/ACTA2/LYN/CAMK1D/PAK1/WNT5A/CLEC7A/ZP3/WNT5B/ABL2/MDK/MYO1C/PDGFA/PDPN/ANXA3/MAP2K3/JCAD/ENPP2/INSM1/AKT3/DOCK4/CCL1/TNFAIP6/CCL5/TNF/EDN1/VSIR/MYLK/CCL4/BCL2/LGALS9/MIR146A/PDGFC/FZD4/ACKR3/SPHK1/SPN/PECAM1/LAMB1/KIF20B/ADAM8/SASH1/SEMA4C/SCARB1/FUT7/GPNMB/PYCARD/EPB41L5/FERMT2/AKAP12/MMP7/ASCL2/AIF1/TCAF2/RIPOR2/SEMA3A/HGF/VTN/TREM2/IFNG/CCL3/EPHB2/CSF1R/EPHA2/ATOH8/ZNF703/LGMN/DDR2/SEMA3B/ETS1/RHOC/HBEGF/CCR6/ITGA6/NEDD9/SPARC/SNAI1/SEMA6B/CCR2/SEMA6A/ITGA2/SYNE2/COL1A1/CEMIP/P2RY6/CX3CR1/CXCL8/ITGA3/ITGB3/IL23A/DEFB124/PDGFRB/ARHGEF39/ITGA4/GATA2/HDAC9/SERPINE1/TJP1/CASS4/TRPV4/MET/THBS1/MMP2/CSF1/CXCL10/IL1A	141
GO:0050863	regulation of T cell activation	119/2449	335/12472	4.05940193972233e-12	6.58853236034934e-10	4.425848749592e-10	PTPN2/IL15/CD80/IDO1/SOCS1/CCR7/MAP3K8/PAG1/TWSG1/CCL19/RIPK2/BATF/FOXO3/BCL6/JAK3/HLA-DMA/NCK2/SLAMF1/RASGRP1/ZC3H12A/CD274/HLX/HLA-DPB1/CASP3/HLA-DPA1/TGFBR2/EBI3/PELI1/TNFRSF1B/IL10/SDC4/IL7R/FGL2/CD4/CD83/HLA-DMB/CD74/CGAS/DPP4/LYN/CD86/TNFSF9/NFKBIZ/IRF4/ZP3/ABL2/RHOH/MDK/GPAM/SHB/HLA-DRB1/PNP/CD1D/TNFRSF9/HLA-DRA/TSPAN32/LILRB1/RUNX1/ADA/ADORA2A/IL2RA/HLA-DQB1/CCL5/LGALS9B/FLOT2/VSIR/LGALS9/LILRB2/SPN/LOXL3/IL12B/CD70/ADAM8/CLECL1P/DLG5/GLI3/TESPA1/GPNMB/PYCARD/ASCL2/AIF1/LAG3/RIPOR2/HFE/PDCD1LG2/CD55/IL1RL2/IL7/IFNG/IL27/HLA-DRB5/IRF1/HES1/LAT/CCL2/LGALS9C/CCR2/VNN1/HLA-DOA/ICOS/HLA-DOB/IL18/CR1/IL23A/TNFSF4/HLA-DQB2/HHLA2/VSIG4/TBX21/ZEB1/CEACAM1/IL36B/YES1/LEP/ARG2/CARD11/NLRP3/IL1A/LAX1	119
GO:0070661	leukocyte proliferation	105/2449	286/12472	7.82123298294637e-12	1.19660559532192e-09	8.03820196692409e-10	IL15/CD80/IDO1/TWSG1/CCL19/RIPK2/BCL6/TBK1/CD38/CLU/ACE/NCK2/SLAMF1/RASGRP1/CSF2/CD274/TNFAIP3/HLA-DPB1/CASP3/HLA-DPA1/CD40/TGFBR2/EBI3/PELI1/FOSL2/TNFRSF1B/IL10/SDC4/IL7R/HLA-DMB/CD74/SLC39A10/NDP/HHEX/LYN/CD86/INPP5D/TNFSF9/NFKBIZ/ZP3/GPAM/SHB/HLA-DRB1/PNP/TP53/CD1D/TNFRSF9/TSPAN32/LILRB1/ADA/LST1/IL2RA/CCL5/LGALS9B/VSIR/BCL2/GREM1/CLCF1/LGALS9/LILRB2/SPN/IL12B/CD70/CLECL1P/DLG5/GPNMB/PYCARD/AIF1/PDCD1LG2/TREM2/CD180/GPR183/CD55/IL7/IL27/IRF1/EPHB2/CD19/CSF2RB/CSF1R/HES1/GAPT/LGALS9C/MNDA/LIPA/CCR2/OCSTAMP/SLC11A1/IL18/CR1/IKZF3/IL23A/TNFSF4/TNFRSF13B/HHLA2/VSIG4/LEP/ARG2/NFATC2/CR2/CARD11/NMB/CSF1/CD79A/IL1A	105
GO:0002696	positive regulation of leukocyte activation	119/2449	338/12472	7.99338532239071e-12	1.19660559532192e-09	8.03820196692409e-10	IL15/CD80/SOCS1/CCR7/MAP3K8/IL15RA/CCL19/RIPK2/FOXO3/BCL6/CD38/CEBPA/HLA-DMA/NCK2/SLAMF1/RASGRP1/CD274/HLX/MAD2L2/NECTIN2/HLA-DPB1/HLA-DPA1/PRKDC/CD40/TGFBR2/EBI3/PELI1/NR4A3/IL10/IL7R/CD4/CD83/HLA-DMB/CD74/ITGB2/MMP14/SLC39A10/TNIP2/DPP4/LYN/CD86/WNT5A/INPP5D/CLEC7A/TNFSF9/NFKBIZ/ZP3/ABL2/RHOH/MDK/GPAM/SHB/HLA-DRB1/PNP/VAMP8/CD1D/HLA-DRA/LILRB1/STXBP1/RUNX1/ADA/IL2RA/HLA-DQB1/CCL5/TNF/FLOT2/VSIR/BCL2/CLCF1/LGALS9/TAFA3/LILRB2/SPN/IL12B/CD70/ADAM8/HAMP/CLECL1P/GLI3/TESPA1/PYCARD/CD226/AIF1/PDCD1LG2/ITGAM/TREM2/GPR183/CD55/IL1RL2/IL7/IFNG/HLA-DRB5/CCL3/EPHB2/HES1/ADORA2B/CCL2/CCR2/VNN1/HLA-DOA/ICOS/HLA-DOB/IL18/CR1/STAP1/IL23A/TNFSF4/HLA-DQB2/GATA2/HHLA2/TBX21/IL36B/YES1/LEP/NFATC2/CARD11/NLRP3/THBS1/IL1A	119
GO:0071346	cellular response to type II interferon	53/2449	109/12472	8.07985819850432e-12	1.19660559532192e-09	8.03820196692409e-10	PTPN2/CCL15/CCL14/CCL23/CCL19/CCL18/CASP1/ACOD1/HCK/HLA-DPA1/CDC42EP2/EPRS1/CDC42EP4/GSN/RAB7B/CAMK2A/ASS1/WNT5A/MYO1C/TP53/NLRC5/GBP1/STXBP1/GBP2/CCL1/PARP14/CCL5/TNF/EDN1/CCL4/GBP6/LGALS9/GBP3/TLR2/IL12B/PARP9/AIF1/CCL8/CCL17/IFNG/CCL3/IRF1/CCL4L1/CCL2/GBP4/GBP5/GBP7/PPARG/FASLG/CCL13/CCL22/CCL3L1/CCL3L3	53
GO:0071347	cellular response to interleukin-1	48/2449	94/12472	8.26631945984148e-12	1.19660559532192e-09	8.03820196692409e-10	CCL15/HIF1A/CCL14/CCL23/RELA/CCL19/CCL18/NFKBIA/ACOD1/ZC3H12A/CD40/TANK/NFKB1/TNIP2/MAPK11/IL1R2/VRK2/GBP1/GBP2/CCL1/IRAK2/CCL5/EDN1/CCL4/IL1RAP/MIR146A/GBP3/PLCB1/IL1RN/NR1D1/PYCARD/AKAP12/CCL8/CCL17/IL1RL2/CCL3/CCL4L1/ZBP1/HES1/CCL2/NKX3-1/CXCL8/ST18/CCL13/CCL22/CCL3L1/CCL3L3/MMP2	48
